iter	Logloss
198	0.1445388902
199	0.1445115404
200	0.1444734521
201	0.1444278805
202	0.1444112977
203	0.1443802113
204	0.1443641975
205	0.1443071605
206	0.1442897001
207	0.1442658727
208	0.1442408923
209	0.1442188952
210	0.1441813868
211	0.1441507845
212	0.1441078403
213	0.1440858614
214	0.1440330846
215	0.1440044036
216	0.1439767493
217	0.1439384202
218	0.1439226194
219	0.1438839301
220	0.1438341974
221	0.1437753914
222	0.1437441125
223	0.1436815871
224	0.1436662836
225	0.1436156511
226	0.1435703965
227	0.1435366897
228	0.1435060314
229	0.1434628532
230	0.143433684
231	0.1433820791
232	0.1433386898
233	0.1433176097
234	0.1432819696
235	0.1432697661
236	0.1431943153
237	0.143148293
238	0.1430827589
239	0.1430453988
240	0.1430353485
241	0.1429996036
242	0.14296136
243	0.1429434913
244	0.1429291159
245	0.1428939109
246	0.1428610866
247	0.1428232699
248	0.1427946516
249	0.142773144
250	0.1427472198
251	0.1427335059
252	0.1427078249
253	0.1426932183
254	0.142680676
255	0.1426594487
256	0.1426328616
257	0.1425935341
258	0.1425642017
259	0.142540103
260	0.1425279088
261	0.1425016991
262	0.1424247092
263	0.1424023799
264	0.1423690907
265	0.1423557416
266	0.1423009419
267	0.1422872436
268	0.1422538176
269	0.1422306696
270	0.1421959036
271	0.1421553203
272	0.14212648
273	0.1420661651
274	0.1420465136
275	0.1420360535
276	0.1420111239
277	0.1419933314
278	0.141975237
279	0.1419595477
280	0.1419333772
281	0.1419041586
282	0.1418800085
283	0.1418603634
284	0.1418254147
285	0.1417928113
286	0.1417644337
287	0.1417591198
288	0.1417323514
289	0.1416852938
290	0.1416608184
291	0.1416413463
292	0.1416102523
293	0.1415827984
294	0.1415774277
295	0.1415517612
296	0.1415200874
297	0.1415040179
298	0.1414869847
299	0.1414628584
300	0.1414106205
301	0.141372905
302	0.1413268236
303	0.1413031599
304	0.1412764527
305	0.1412659521
306	0.1412280715
307	0.141180867
308	0.141171903
309	0.1411452418
310	0.1411319375
311	0.1411217519
312	0.1410816677
313	0.1410456091
314	0.1410252209
315	0.1410204059
316	0.1410109112
317	0.1409880718
318	0.1409660225
319	0.1409306845
320	0.1409139497
321	0.1408839223
322	0.140847226
323	0.140826668
324	0.1407922129
325	0.1407472147
326	0.1407098645
327	0.1406917791
328	0.1406622418
329	0.1406471055
330	0.140623048
331	0.1406043335
332	0.1405854318
333	0.1405644845
334	0.140543299
335	0.1405272956
336	0.140494833
337	0.1404872468
338	0.140473378
339	0.1404556463
340	0.1404398611
341	0.1404216677
342	0.1404010466
343	0.1403618287
344	0.1403131414
345	0.1402761585
346	0.1402573469
347	0.1402155294
348	0.1401910861
349	0.1401862177
350	0.140176552
351	0.1401599479
352	0.1401321869
353	0.1401029031
354	0.140080367
355	0.1400530116
356	0.1400431442
357	0.1400327462
358	0.1400120379
359	0.1400022237
360	0.1399349258
361	0.1399159518
362	0.1398805194
363	0.1398407296
364	0.1398267698
365	0.1398065879
366	0.1397946437
367	0.1397593213
368	0.1397498936
369	0.1396945305
370	0.1396823559
371	0.139674135
372	0.1396319053
373	0.1396137405
374	0.1395824067
375	0.139563282
376	0.1395434815
377	0.1395270617
378	0.1395047838
379	0.1394800038
380	0.1394489612
381	0.1394371514
382	0.139411421
383	0.1393922023
384	0.1393715529
385	0.139358182
386	0.1393515235
387	0.1393317311
388	0.1392972647
389	0.13927008
390	0.1392465915
391	0.1392335888
392	0.1392074427
393	0.1391115178
394	0.1390835374
395	0.1390699483
396	0.1390485141
397	0.1390350522
398	0.1389781021
399	0.1389464444
400	0.138914926
401	0.1389006198
402	0.1388681543
403	0.138819506
404	0.1387940596
405	0.138775353
406	0.1387532813
407	0.1387375305
408	0.1387285605
409	0.1387071588
410	0.138679654
411	0.138632891
412	0.1385756765
413	0.1385289219
414	0.138506698
415	0.1384942347
416	0.138484254
417	0.1384554786
418	0.1384295793
419	0.1384009749
420	0.1383836578
421	0.1383545215
422	0.1383365635
423	0.1383079477
424	0.1382764798
425	0.1382371273
426	0.1382260542
427	0.1382094408
428	0.1382059162
429	0.138196881
430	0.1381702235
431	0.1381336386
432	0.1381264909
433	0.1380668117
434	0.138044789
435	0.1380262691
436	0.137986791
437	0.1379596385
438	0.1379272588
439	0.1379149638
440	0.1378816667
441	0.1378541195
442	0.1378375582
443	0.1378216199
444	0.1378000029
445	0.137781344
446	0.1377333502
447	0.1377301541
448	0.1376990766
449	0.1376638159
450	0.1376282768
451	0.1376009132
452	0.1375854084
453	0.137571957
454	0.1375657762
455	0.1375206155
456	0.1374935151
457	0.1374654282
458	0.1374450085
459	0.1374030651
460	0.1373956933
461	0.1373739913
462	0.1373455356
463	0.1373421222
464	0.1373167402
465	0.1372916064
466	0.1372775908
467	0.1372440836
468	0.1372218586
469	0.1371969481
470	0.1371592394
471	0.1371501602
472	0.1371220517
473	0.1371025331
474	0.137078917
475	0.1370496543
476	0.1370351357
477	0.1370251138
478	0.1369965607
479	0.1369893031
480	0.1369757339
481	0.1369575049
482	0.1369311775
483	0.1369088207
484	0.1368726145
485	0.1368344511
486	0.1367983341
487	0.1367671529
488	0.1367620976
489	0.1367443868
490	0.1367033137
491	0.1366671976
492	0.1366389055
493	0.1366134739
494	0.1366085948
495	0.1365886967
496	0.1365623291
497	0.1365511364
498	0.1365320807
499	0.1364972285
500	0.1364681517
501	0.1364345664
502	0.1364200997
503	0.136386392
504	0.136365375
505	0.136348382
506	0.1363198198
507	0.1363154454
508	0.1362995616
509	0.1362830951
510	0.1362606036
511	0.1362075713
512	0.1361899771
513	0.1361419652
514	0.136114099
515	0.1361001914
516	0.1360778416
517	0.1360507895
518	0.1360304207
519	0.1359770224
520	0.135942771
521	0.1359085979
522	0.1358704691
523	0.135850015
524	0.1358068278
525	0.1357888394
526	0.1357753437
527	0.1357539045
528	0.135744622
529	0.1357142979
530	0.1356893473
531	0.1356632863
532	0.1356334486
533	0.1356155466
534	0.13558067
535	0.1355449432
536	0.135526452
537	0.1355109651
538	0.1354883262
539	0.1354663545
540	0.1354526661
541	0.1354347868
542	0.135380473
543	0.1353405031
544	0.1353077885
545	0.1352749524
546	0.1352672228
547	0.1352406332
548	0.1352292645
549	0.1352022478
550	0.135181582
551	0.1351636257
552	0.1351283427
553	0.1351221989
554	0.1350939644
555	0.1350736247
556	0.1350530612
557	0.1350271536
558	0.1350048844
559	0.1349926086
560	0.134968491
561	0.1349565134
562	0.1349246405
563	0.1349185189
564	0.1348976911
565	0.1348785152
566	0.1348507523
567	0.1348209568
568	0.1348005759
569	0.1347753309
570	0.1347596305
571	0.1347449999
572	0.1347047532
573	0.1346818317
574	0.1346484037
575	0.1346223643
576	0.1346016735
577	0.1345819267
578	0.134572132
579	0.1345539754
580	0.1345274095
581	0.134512084
582	0.1344970502
583	0.1344678598
584	0.1344437312
585	0.1344298009
586	0.1344093801
587	0.1343767342
588	0.1343674563
589	0.1343418688
590	0.1343100355
591	0.1342942392
592	0.1342815674
593	0.1342483579
594	0.1342401616
595	0.1342240651
596	0.1341998076
597	0.1341859956
598	0.1341639689
599	0.1341347578
600	0.1341112321
601	0.1340945203
602	0.1340686885
603	0.1340419092
604	0.1340261076
605	0.1340172456
606	0.1340122188
607	0.1339959401
608	0.1339819219
609	0.1339611447
610	0.1339356769
611	0.1339207631
612	0.133887456
613	0.1338537049
614	0.133830857
615	0.1338159907
616	0.1337865065
617	0.1337659219
618	0.1337342524
619	0.1336989909
620	0.1336743823
621	0.1336516757
622	0.1336378166
623	0.1336227039
624	0.1335965335
625	0.1335672962
626	0.1335348637
627	0.1335080845
628	0.1334805346
629	0.1334648302
630	0.1334378946
631	0.1334164998
632	0.1333978478
633	0.1333685736
634	0.1333489252
635	0.1333396523
636	0.1333152152
637	0.1332976041
638	0.1332827739
639	0.1332749518
640	0.1332541099
641	0.1332180035
642	0.1332056256
643	0.1331850191
644	0.1331647284
645	0.133149977
646	0.1331350163
647	0.1331279785
648	0.1330965025
649	0.1330745186
650	0.1330492184
651	0.1330128173
652	0.1330045811
653	0.1329886723
654	0.132975647
655	0.1329642417
656	0.132937624
657	0.1329175315
658	0.1328924576
659	0.1328727212
660	0.1328594281
661	0.1328475327
662	0.1328363335
663	0.1328296658
664	0.1328142044
665	0.132806286
666	0.1327966437
667	0.1327867662
668	0.1327542429
669	0.1327346849
670	0.1327173822
671	0.1326890096
672	0.1326657168
673	0.1326357621
674	0.1326061216
675	0.132578111
676	0.1325383909
677	0.1325087409
678	0.1324901541
679	0.1324251481
680	0.1323928811
681	0.1323820638
682	0.1323650956
683	0.1323537165
684	0.1323056894
685	0.1322761794
686	0.1322415571
687	0.1322307232
688	0.1322167333
689	0.132212678
690	0.1322071533
691	0.1321999473
692	0.1321876674
693	0.132127808
694	0.132092998
695	0.1320831676
696	0.1320724276
697	0.1320608594
698	0.1320276887
699	0.1320011584
700	0.1319724623
701	0.1319425191
702	0.1319308516
703	0.1319040917
704	0.1318853112
705	0.1318652856
706	0.1318457262
707	0.1318174917
708	0.1317855971
709	0.1317780825
710	0.1317563729
711	0.1317325962
712	0.131711485
713	0.1316986397
714	0.1316854659
715	0.1316653939
716	0.1316445089
717	0.1316366424
718	0.1316065602
719	0.1315791109
720	0.1315649195
721	0.1315465936
722	0.1315235386
723	0.1315099507
724	0.1314918075
725	0.1314608073
726	0.1314294285
727	0.1314044064
728	0.1313770314
729	0.1313667079
730	0.1313560253
731	0.1313371986
732	0.1313123914
733	0.1312933331
734	0.1312709753
735	0.1312663621
736	0.1312487022
737	0.1312376602
738	0.1312056487
739	0.1311758334
740	0.1311668332
741	0.1311445978
742	0.1311247399
743	0.1310993288
744	0.1310708504
745	0.1310451306
746	0.1310291018
747	0.1310020748
748	0.1309766843
749	0.1309478394
750	0.1309350794
751	0.1309000983
752	0.1308803924
753	0.1308723448
754	0.1308463703
755	0.1308330734
756	0.1308054518
757	0.130775428
758	0.1307626557
759	0.1307465749
760	0.1307218713
761	0.1306936773
762	0.130657133
763	0.1306237993
764	0.1306051664
765	0.1305822838
766	0.1305350884
767	0.1305118988
768	0.1304892169
769	0.130479522
770	0.1304614128
771	0.1304512947
772	0.1304184787
773	0.1304067645
774	0.1303907268
775	0.1303680087
776	0.1303496687
777	0.1303439502
778	0.1303136313
779	0.1303021821
780	0.1302888305
781	0.1302603847
782	0.1302494009
783	0.1302387077
784	0.130214663
785	0.130185074
786	0.1301397082
787	0.1301079033
788	0.1300757365
789	0.1300489296
790	0.1300351817
791	0.1300101228
792	0.129980413
793	0.1299550591
794	0.1299132941
795	0.1298825182
796	0.1298569404
797	0.1298227447
798	0.1298039452
799	0.1297784164
800	0.1297488314
801	0.1297156233
802	0.129702321
803	0.1296938749
804	0.1296860174
805	0.1296598319
806	0.1296418715
807	0.1296082185
808	0.1296037173
809	0.1295914908
810	0.1295801167
811	0.1295558674
812	0.1295315908
813	0.1295191487
814	0.1294952814
815	0.12946356
816	0.1294542296
817	0.1294428109
818	0.1294181814
819	0.1294006392
820	0.1293707793
821	0.1293534133
822	0.1293320946
823	0.1293093524
824	0.1292917417
825	0.1292750661
826	0.1292565077
827	0.1292356048
828	0.1292278772
829	0.1292066277
830	0.129199929
831	0.1291767142
832	0.1291731601
833	0.1291656683
834	0.129159905
835	0.1291378432
836	0.1291242172
837	0.1291052303
838	0.1290698089
839	0.1290647297
840	0.1290378746
841	0.1290178069
842	0.129011344
843	0.1290053124
844	0.128965017
845	0.1289401244
846	0.12888901
847	0.1288739988
848	0.1288525121
849	0.1288317999
850	0.1288004509
851	0.1287730434
852	0.1287548561
853	0.1287188829
854	0.1286999608
855	0.128686737
856	0.1286670466
857	0.1286518363
858	0.1286183314
859	0.1286049014
860	0.128582956
861	0.1285726188
862	0.1285476331
863	0.1285281227
864	0.1285021066
865	0.1284776742
866	0.1284624234
867	0.1284382479
868	0.1284259821
869	0.1284161228
870	0.1283996157
871	0.1283884463
872	0.1283599303
873	0.128340779
874	0.1283311494
875	0.1283050794
876	0.1282923206
877	0.1282854576
878	0.1282466415
879	0.1282288578
880	0.1282136021
881	0.128200854
882	0.1281820548
883	0.1281561307
884	0.1281379462
885	0.1281146674
886	0.1281050741
887	0.1280821822
888	0.1280677439
889	0.1280440321
890	0.1280297627
891	0.1279987872
892	0.1279695664
893	0.1279468739
894	0.1279293676
895	0.1279096413
896	0.1279008499
897	0.1278864789
898	0.1278731942
899	0.1278609269
900	0.127844258
901	0.1278325119
902	0.1278066409
903	0.1277917245
904	0.1277708155
905	0.1277474795
906	0.1277202159
907	0.1277044021
908	0.1276994703
909	0.1276794114
910	0.1276521459
911	0.1276173361
912	0.1276076944
913	0.1275867097
914	0.1275793838
915	0.1275607758
916	0.1275359592
917	0.1275268524
918	0.1275183057
919	0.1275025586
920	0.1274601282
921	0.1274465717
922	0.1274349274
923	0.1274073146
924	0.127382683
925	0.1273575154
926	0.1273407663
927	0.1273361938
928	0.1273167932
929	0.1273040321
930	0.1272889486
931	0.1272754993
932	0.1272557377
933	0.1272352902
934	0.1272049315
935	0.1271759584
936	0.1271470402
937	0.127134053
938	0.1271119049
939	0.1270973046
940	0.1270730976
941	0.1270471361
942	0.1270271043
943	0.1270110577
944	0.1269906908
945	0.1269769326
946	0.1269531545
947	0.126918054
948	0.1268969412
949	0.1268677893
950	0.1268555368
951	0.1268150611
952	0.1268070132
953	0.1267926233
954	0.1267740861
955	0.1267498548
956	0.1267379932
957	0.1267136498
958	0.1266852104
959	0.1266419108
960	0.1266219905
961	0.1265922936
962	0.1265817498
963	0.1265530767
964	0.1265364289
965	0.1265230793
966	0.1265075625
967	0.1264815788
968	0.126462298
969	0.1264480872
970	0.1264229399
971	0.1264102457
972	0.1263778024
973	0.1263630197
974	0.1263459955
975	0.1263409003
976	0.1263208231
977	0.1262885283
978	0.1262595878
979	0.1262340145
980	0.1262212853
981	0.1261896319
982	0.1261694539
983	0.1261416303
984	0.1260981275
985	0.1260786751
986	0.1260738425
987	0.1260538649
988	0.1260335557
989	0.1260222033
990	0.1260045862
991	0.1259860017
992	0.1259724658
993	0.1259454414
994	0.1259286453
995	0.1259075185
996	0.1258852785
997	0.125863125
998	0.1258482254
999	0.1258386403
